domain,target_version,target_column,class,samples,percent
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a amoxicilina/clavulánico + Bacilo Gram negativo resistente a cefepima + Bacilo Gram negativo resistente a ceftazidima + Bacilo Gram negativo resistente a ceftrixona o cefotaxima + Bacilo Gram negativo resistente a piperacilina/tazobactam + Coco Gram positivo resistente a ampicilina o penicilina,1,0.0
Resistance,Antibiotic family combinations,fenotipo_resistencia,NEGATIVE,3152,80.6
Resistance,Antibiotic family combinations,fenotipo_resistencia,Penicilinas,377,9.6
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 3 gen + Cefalosporinas 4 gen + Penicilinas + Quinolonas,88,2.2
Resistance,Antibiotic family combinations,fenotipo_resistencia,Penicilinas + Quinolonas,75,1.9
Resistance,Antibiotic family combinations,fenotipo_resistencia,Quinolonas,67,1.7
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 3 gen + Cefalosporinas 4 gen + Quinolonas,36,0.9
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 3 gen + Penicilinas + Quinolonas,25,0.6
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 3 gen + Penicilinas,21,0.5
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 3 gen + Cefalosporinas 4 gen + Penicilinas,20,0.5
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 3 gen + Cefalosporinas 4 gen,12,0.3
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 3 gen + Quinolonas,10,0.3
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 3 gen,7,0.2
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 4 gen + Penicilinas + Quinolonas,4,0.1
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 4 gen + Penicilinas,3,0.1
Resistance,Antibiotic family combinations,fenotipo_resistencia,Carbapenemas + Cefalosporinas 3 gen + Cefalosporinas 4 gen + Penicilinas + Quinolonas,3,0.1
Resistance,Antibiotic family combinations,fenotipo_resistencia,Carbapenemas,2,0.1
Resistance,Antibiotic family combinations,fenotipo_resistencia,Carbapenemas + Cefalosporinas 3 gen + Quinolonas,2,0.1
Resistance,Antibiotic family combinations,fenotipo_resistencia,Glicopéptidos + Penicilinas,2,0.1
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 4 gen + Quinolonas,2,0.1
Resistance,Antibiotic family combinations,fenotipo_resistencia,Carbapenemas + Penicilinas + Quinolonas,1,0.0
Resistance,Antibiotic family combinations,fenotipo_resistencia,Carbapenemas + Cefalosporinas 3 gen + Penicilinas + Quinolonas,1,0.0
Resistance,Antibiotic family combinations,fenotipo_resistencia,Carbapenemas + Penicilinas,1,0.0
Resistance,Antibiotic family combinations,fenotipo_resistencia,Carbapenemas + Quinolonas,1,0.0
Resistance,Antibiotic family combinations,fenotipo_resistencia,Cefalosporinas 4 gen,1,0.0
Resistance,Cephalosporin yes/no,resistente_cefalosporina,NEGATIVE,3678,94.0
Resistance,Cephalosporin yes/no,resistente_cefalosporina,RESIST_CEFALOSPORINAS_3a_4a,235,6.0
